orf_id	gene	transcript	orf_biotype	final_tier	is_peptidein	strand	chrom	n_exons	length_aa	length_bp	intervals_1based	intervals_0based	min_start_0based	max_end_0based	span_bp
c11norep192	USP2-AS1	ENST00000498979	lncRNA-ORF	4	False	+	chr11	4	189	570	chr11:119381883-119381908+chr11:119394981-119395154+chr11:119469809-119469975+chr11:119498550-119498752	chr11:119381882-119381908;chr11:119394980-119395154;chr11:119469808-119469975;chr11:119498549-119498752	119381882	119498752	116870
c11norep193	nan	nan	mixed	4	False	-	chr11	1	29	90	chr11:119419306-119419395	chr11:119419305-119419395	119419305	119419395	90
c11norep194	NECTIN1-DT	ENST00000533253	lncRNA-ORF	4	False	+	chr11	3	54	165	chr11:119733718-119733750+chr11:119736807-119736918+chr11:119739531-119739550	chr11:119733717-119733750;chr11:119736806-119736918;chr11:119739530-119739550	119733717	119739550	5833
c11norep195	ARHGEF12	ENST00000397843	uORF	1B	False	+	chr11	1	26	81	chr11:120336717-120336797	chr11:120336716-120336797	120336716	120336797	81
c11norep196	SC5D	ENST00000392789	uORF	1B	False	+	chr11	1	45	138	chr11:121292896-121293033	chr11:121292895-121293033	121292895	121293033	138
c11norep197	GRAMD1B	ENST00000638157	uORF	4	False	+	chr11	1	29	90	chr11:123358656-123358745	chr11:123358655-123358745	123358655	123358745	90
c11norep198	ENSG00000255045	ENST00000531241	lncRNA-ORF	4	False	-	chr11	3	34	105	chr11:124744891-124744895+chr11:124745915-124745998+chr11:124746239-124746254	chr11:124744890-124744895;chr11:124745914-124745998;chr11:124746238-124746254	124744890	124746254	1364
c11norep199	ROBO3	ENST00000397801	intORF	4	False	+	chr11	1	24	75	chr11:124877552-124877626	chr11:124877551-124877626	124877551	124877626	75
c11norep200	CCDC15-DT	ENST00000655771	lncRNA-ORF	4	False	-	chr11	1	58	177	chr11:124950323-124950499	chr11:124950322-124950499	124950322	124950499	177
c11norep201	CCDC15-DT	ENST00000655771	lncRNA-ORF	4	False	-	chr11	1	40	123	chr11:124953780-124953902	chr11:124953779-124953902	124953779	124953902	123
c11norep202	nan	nan	mixed	2B	False	-	chr11	1	89	270	chr11:125102063-125102332	chr11:125102062-125102332	125102062	125102332	270
c11norep203	TMEM218	ENST00000529530	uORF	4	False	-	chr11	1	16	51	chr11:125111666-125111716	chr11:125111665-125111716	125111665	125111716	51
c11norep204	EI24	ENST00000620753	uORF	4	False	+	chr11	2	31	96	chr11:125569471-125569514+chr11:125572458-125572509	chr11:125569470-125569514;chr11:125572457-125572509	125569470	125572509	3039
c11norep205	EI24	ENST00000527131	uORF	4	False	+	chr11	2	31	96	chr11:125569904-125569947+chr11:125572458-125572509	chr11:125569903-125569947;chr11:125572457-125572509	125569903	125572509	2606
c11norep206	CDON	ENST00000531738	uORF	2B	False	-	chr11	1	39	120	chr11:126062595-126062714	chr11:126062594-126062714	126062594	126062714	120
c11norep207	TIRAP-AS1	ENST00000524964	lncRNA-ORF	2B	False	-	chr11	2	63	192	chr11:126294469-126294602+chr11:126304208-126304265	chr11:126294468-126294602;chr11:126304207-126304265	126294468	126304265	9797
c11norep208	DCPS	ENST00000648516	uoORF	4	False	+	chr11	1	48	147	chr11:126330279-126330425	chr11:126330278-126330425	126330278	126330425	147
c11norep209	GSEC	ENST00000629441	lncRNA-ORF	4	False	-	chr11	1	90	273	chr11:126341595-126341867	chr11:126341594-126341867	126341594	126341867	273
c11norep210	GSEC	ENST00000629441	lncRNA-ORF	4	False	-	chr11	2	75	228	chr11:126342203-126342322+chr11:126355442-126355549	chr11:126342202-126342322;chr11:126355441-126355549	126342202	126355549	13347
c11norep211	ST3GAL4	ENST00000530591	uORF	2B	False	+	chr11	1	36	111	chr11:126356179-126356289	chr11:126356178-126356289	126356178	126356289	111
c11norep212	KIRREL3	ENST00000525144	uORF	4	False	-	chr11	1	18	57	chr11:127000709-127000765	chr11:127000708-127000765	127000708	127000765	57
c11norep213	SENCR	ENST00000526269	lncRNA-ORF	4	False	-	chr11	1	61	186	chr11:128691891-128692076	chr11:128691890-128692076	128691890	128692076	186
c11norep214	nan	nan	mixed	4	False	+	chr11	3	43	132	chr11:128694218-128694276+chr11:128748237-128748290+chr11:128758115-128758133	chr11:128694217-128694276;chr11:128748236-128748290;chr11:128758114-128758133	128694217	128758133	63916
c11norep215	LINC02551	ENST00000533434	lncRNA-ORF	4	False	-	chr11	2	39	120	chr11:130844977-130845036+chr11:130846127-130846186	chr11:130844976-130845036;chr11:130846126-130846186	130844976	130846186	1210
c11norep216	LINC02551	ENST00000533434	lncRNA-ORF	4	False	-	chr11	1	28	87	chr11:130846948-130847034	chr11:130846947-130847034	130846947	130847034	87
c11norep217	ENSG00000236129	ENST00000441665	lncRNA-ORF	4	False	+	chr11	1	16	51	chr11:131187074-131187124	chr11:131187073-131187124	131187073	131187124	51
c11norep218	IGSF9B	ENST00000533871	intORF	4	False	-	chr11	1	40	123	chr11:133946069-133946191	chr11:133946068-133946191	133946068	133946191	123
c11norep219	NCAPD3	ENST00000685324	uORF	4	False	-	chr11	2	18	57	chr11:134223966-134224000+chr11:134224287-134224308	chr11:134223965-134224000;chr11:134224286-134224308	134223965	134224308	343
c11norep220	GLB1L3	ENST00000389887	uORF	4	False	+	chr11	1	45	138	chr11:134275772-134275909	chr11:134275771-134275909	134275771	134275909	138
c11norep221	B3GAT1	ENST00000392580	uORF	4	False	-	chr11	2	20	63	chr11:134387917-134387940+chr11:134411807-134411845	chr11:134387916-134387940;chr11:134411806-134411845	134387916	134411845	23929
c12norep1	ENSG00000256948	ENST00000540226	lncRNA-ORF	2B	False	-	chr12	1	64	195	chr12:111625-111819	chr12:111624-111819	111624	111819	195
c12norep2	B4GALNT3	ENST00000266383	uORF	4	False	+	chr12	1	18	57	chr12:460214-460270	chr12:460213-460270	460213	460270	57
c12norep3	FBXL14	ENST00000339235	uORF	4	False	-	chr12	1	21	66	chr12:1594390-1594455	chr12:1594389-1594455	1594389	1594455	66
c12norep4	CACNA1C	ENST00000399655	uORF	4	False	+	chr12	1	26	81	chr12:2053322-2053402	chr12:2053321-2053402	2053321	2053402	81
c12norep5	FOXM1	ENST00000359843	intORF	1B	False	-	chr12	1	53	162	chr12:2874253-2874414	chr12:2874252-2874414	2874252	2874414	162
c12norep6	TEAD4	ENST00000359864	intORF	2B	False	+	chr12	2	43	132	chr12:2994876-2994992+chr12:3011004-3011018	chr12:2994875-2994992;chr12:3011003-3011018	2994875	3011018	16143
c12norep7	CRACR2A	ENST00000440314	uORF	1B	False	-	chr12	3	89	270	chr12:3697009-3697035+chr12:3713237-3713317+chr12:3732942-3733103	chr12:3697008-3697035;chr12:3713236-3713317;chr12:3732941-3733103	3697008	3733103	36095
c12norep8	nan	nan	mixed	4	False	-	chr12	1	82	249	chr12:3732855-3733103	chr12:3732854-3733103	3732854	3733103	249
c12norep9	PARP11	ENST00000450737	uORF	4	False	-	chr12	1	17	54	chr12:3863895-3863948	chr12:3863894-3863948	3863894	3863948	54
c12norep10	nan	nan	mixed	4	False	+	chr12	1	33	102	chr12:4538807-4538908	chr12:4538806-4538908	4538806	4538908	102
c12norep11	NDUFA9	ENST00000266544	intORF	4	False	+	chr12	2	42	129	chr12:4654355-4654462+chr12:4654825-4654845	chr12:4654354-4654462;chr12:4654824-4654845	4654354	4654845	491
c12norep12	nan	nan	mixed	4	False	-	chr12	2	35	108	chr12:6374809-6374837+chr12:6375505-6375583	chr12:6374808-6374837;chr12:6375504-6375583	6374808	6375583	775
c12norep13	CD27-AS1	ENST00000399492	lncRNA-ORF	4	False	-	chr12	1	20	63	chr12:6439524-6439586	chr12:6439523-6439586	6439523	6439586	63
c12norep14	CD27-AS1	ENST00000669354	lncRNA-ORF	1B	False	-	chr12	2	34	105	chr12:6448678-6448757+chr12:6451469-6451493	chr12:6448677-6448757;chr12:6451468-6451493	6448677	6451493	2816
c12norep15	CD27-AS1	ENST00000535639	lncRNA-ORF	4	False	-	chr12	1	44	135	chr12:6451359-6451493	chr12:6451358-6451493	6451358	6451493	135
c12norep16	LPAR5	ENST00000329858	uORF	4	False	-	chr12	1	21	66	chr12:6621317-6621382	chr12:6621316-6621382	6621316	6621382	66
c12norep17	COPS7A	ENST00000534947	uORF	4	False	+	chr12	1	24	75	chr12:6724340-6724414	chr12:6724339-6724414	6724339	6724414	75
c12norep18	GPR162	ENST00000428545	uORF	4	False	+	chr12	2	28	87	chr12:6821872-6821900+chr12:6823468-6823525	chr12:6821871-6821900;chr12:6823467-6823525	6821871	6823525	1654
c12norep19	CDCA3	ENST00000538862	intORF	4	False	-	chr12	1	18	57	chr12:6850482-6850538	chr12:6850481-6850538	6850481	6850538	57
c12norep20	C12orf57	ENST00000537087	uORF	1B	False	+	chr12	1	28	87	chr12:6943971-6944057	chr12:6943970-6944057	6943970	6944057	87
c12norep21	MIR200CHG	ENST00000537269	lncRNA-ORF	4	False	+	chr12	1	32	99	chr12:6964302-6964400	chr12:6964301-6964400	6964301	6964400	99
c12norep22	C1RL-AS1	ENST00000382215	lncRNA-ORF	4	False	+	chr12	2	98	297	chr12:7108821-7108947+chr12:7110298-7110467	chr12:7108820-7108947;chr12:7110297-7110467	7108820	7110467	1647
c12norep23	ENSG00000256967	ENST00000538062	lncRNA-ORF	4	False	-	chr12	3	77	234	chr12:7129952-7130017+chr12:7130323-7130373+chr12:7131025-7131141	chr12:7129951-7130017;chr12:7130322-7130373;chr12:7131024-7131141	7129951	7131141	1190
c12norep24	CD163L1	ENST00000313599	doORF	1B	False	-	chr12	2	37	114	chr12:7355109-7355130+chr12:7357380-7357471	chr12:7355108-7355130;chr12:7357379-7357471	7355108	7357471	2363
c12norep25	CD163L1	ENST00000313599	intORF	4	False	-	chr12	1	32	99	chr12:7369366-7369464	chr12:7369365-7369464	7369365	7369464	99
c12norep26	nan	nan	mixed	4	False	+	chr12	2	56	171	chr12:8681675-8681818+chr12:8713811-8713837	chr12:8681674-8681818;chr12:8713810-8713837	8681674	8713837	32163
c12norep27	A2M	ENST00000318602	doORF	4	False	-	chr12	1	28	87	chr12:9067744-9067830	chr12:9067743-9067830	9067743	9067830	87
c12norep28	GABARAPL1	ENST00000266458	dORF	4	False	+	chr12	1	33	102	chr12:10221872-10221973	chr12:10221871-10221973	10221871	10221973	102
c12norep29	LINC02617	ENST00000539009	lncRNA-ORF	4	False	-	chr12	1	26	81	chr12:10338116-10338196	chr12:10338115-10338196	10338115	10338196	81
c12norep30	KLRK1-AS1	ENST00000663376	lncRNA-ORF	4	False	+	chr12	2	25	78	chr12:10363677-10363687+chr12:10363875-10363941	chr12:10363676-10363687;chr12:10363874-10363941	10363676	10363941	265
c12norep31	KLRK1-AS1	ENST00000500682	lncRNA-ORF	2B	False	+	chr12	2	40	123	chr12:10363995-10364033+chr12:10374035-10374118	chr12:10363994-10364033;chr12:10374034-10374118	10363994	10374118	10124
c12norep32	STYK1	ENST00000075503	uORF	4	False	-	chr12	2	31	96	chr12:10634644-10634686+chr12:10637071-10637123	chr12:10634643-10634686;chr12:10637070-10637123	10634643	10637123	2480
c12norep33	nan	nan	mixed	2A	True	-	chr12	2	72	219	chr12:11121140-11121180+chr12:11171422-11171599	chr12:11121139-11121180;chr12:11171421-11171599	11121139	11171599	50460
c12norep34	LRP6	ENST00000261349	uORF	4	False	-	chr12	1	25	78	chr12:12266760-12266837	chr12:12266759-12266837	12266759	12266837	78
c12norep35	LRP6	ENST00000261349	uORF	4	False	-	chr12	1	16	51	chr12:12266911-12266961	chr12:12266910-12266961	12266910	12266961	51
c12norep36	DUSP16	ENST00000298573	intORF	4	False	-	chr12	2	48	147	chr12:12500623-12500682+chr12:12519862-12519948	chr12:12500622-12500682;chr12:12519861-12519948	12500622	12519948	19326
c12norep37	DUSP16	ENST00000298573	uORF	4	False	-	chr12	1	20	63	chr12:12521344-12521406	chr12:12521343-12521406	12521343	12521406	63
c12norep38	nan	nan	mixed	4	False	+	chr12	2	22	69	chr12:12726072-12726096+chr12:12812261-12812304	chr12:12726071-12726096;chr12:12812260-12812304	12726071	12812304	86233
c12norep39	ENSG00000256084	ENST00000538329	lncRNA-ORF	4	False	+	chr12	1	51	156	chr12:14220896-14221051	chr12:14220895-14221051	14220895	14221051	156
c12norep40	MGST1	ENST00000396209	uORF	4	False	+	chr12	1	28	87	chr12:16347783-16347869	chr12:16347782-16347869	16347782	16347869	87
c12norep41	LMO3	ENST00000537304	uORF	4	False	-	chr12	1	19	60	chr12:16606098-16606157	chr12:16606097-16606157	16606097	16606157	60
c12norep42	SPX	ENST00000256969	uORF	2B	False	+	chr12	1	34	105	chr12:21526330-21526434	chr12:21526329-21526434	21526329	21526434	105
c12norep43	nan	nan	mixed	1B	False	+	chr12	1	24	75	chr12:25052786-25052860	chr12:25052785-25052860	25052785	25052860	75
c12norep44	RASSF8-AS1	ENST00000660703	lncRNA-ORF	4	False	-	chr12	2	42	129	chr12:25956706-25956764+chr12:25958019-25958088	chr12:25956705-25956764;chr12:25958018-25958088	25956705	25958088	1383
c12norep45	ENSG00000247934	ENST00000473753	lncRNA-ORF	2B	False	-	chr12	1	27	84	chr12:28190083-28190166	chr12:28190082-28190166	28190082	28190166	84
c12norep46	CCDC91	ENST00000543534	uoORF	1B	False	+	chr12	4	108	327	chr12:28255594-28255662+chr12:28257202-28257245+chr12:28259364-28259442+chr12:28305649-28305783	chr12:28255593-28255662;chr12:28257201-28257245;chr12:28259363-28259442;chr12:28305648-28305783	28255593	28305783	50190
c12norep47	TMTC1	ENST00000539277	uoORF	2B	False	-	chr12	1	38	117	chr12:29783742-29783858	chr12:29783741-29783858	29783741	29783858	117
c12norep48	CAPRIN2	ENST00000695402	intORF	4	False	-	chr12	1	20	63	chr12:30741028-30741090	chr12:30741027-30741090	30741027	30741090	63
c12norep49	ENSG00000276900	ENST00000619086	lncRNA-ORF	4	False	+	chr12	1	29	90	chr12:31729430-31729519	chr12:31729429-31729519	31729429	31729519	90
c12norep50	FGD4	ENST00000472289	uORF	4	False	+	chr12	1	16	51	chr12:32502225-32502275	chr12:32502224-32502275	32502224	32502275	51
c12norep51	LINC02471	ENST00000417422	lncRNA-ORF	4	False	+	chr12	2	28	87	chr12:40166273-40166350+chr12:40167248-40167256	chr12:40166272-40166350;chr12:40167247-40167256	40166272	40167256	984
c12norep52	LINC02471	ENST00000417422	lncRNA-ORF	4	False	+	chr12	1	43	132	chr12:40167274-40167405	chr12:40167273-40167405	40167273	40167405	132
c12norep53	CNTN1	ENST00000551295	uORF	4	False	+	chr12	2	23	72	chr12:40692548-40692592+chr12:40908357-40908383	chr12:40692547-40692592;chr12:40908356-40908383	40692547	40908383	215836
c12norep54	IRAK4	ENST00000547521	lncRNA-ORF	4	False	+	chr12	1	34	105	chr12:43759037-43759141	chr12:43759036-43759141	43759036	43759141	105
c12norep55	ANO6	ENST00000441606	uORF	1B	False	+	chr12	1	23	72	chr12:45292749-45292820	chr12:45292748-45292820	45292748	45292820	72
c12norep56	AMIGO2	ENST00000266581	uORF	4	False	-	chr12	1	28	87	chr12:47079627-47079713	chr12:47079626-47079713	47079626	47079713	87
c12norep57	SENP1	ENST00000549518	uORF	4	False	-	chr12	2	17	54	chr12:48101484-48101516+chr12:48106028-48106048	chr12:48101483-48101516;chr12:48106027-48106048	48101483	48106048	4565
c12norep58	CACNB3	ENST00000301050	intORF	1B	False	+	chr12	2	41	126	chr12:48823712-48823803+chr12:48824258-48824291	chr12:48823711-48823803;chr12:48824257-48824291	48823711	48824291	580
c12norep59	KMT2D	ENST00000301067	dORF	4	False	-	chr12	1	107	324	chr12:49021396-49021719	chr12:49021395-49021719	49021395	49021719	324
c12norep60	nan	nan	mixed	1B	False	-	chr12	2	58	177	chr12:49106972-49107062+chr12:49110484-49110569	chr12:49106971-49107062;chr12:49110483-49110569	49106971	49110569	3598
c12norep61	DNAJC22	ENST00000549441	uORF	4	False	+	chr12	1	53	162	chr12:49346939-49347100	chr12:49346938-49347100	49346938	49347100	162
c12norep62	DNAJC22	ENST00000395069	uORF	4	False	+	chr12	1	72	219	chr12:49347152-49347370	chr12:49347151-49347370	49347151	49347370	219
c12norep63	SPATS2	ENST00000547865	uoORF	1B	False	+	chr12	2	83	252	chr12:49460804-49461037+chr12:49462275-49462292	chr12:49460803-49461037;chr12:49462274-49462292	49460803	49462292	1489
c12norep64	AQP5-AS1	ENST00000550214	lncRNA-ORF	4	False	-	chr12	1	33	102	chr12:49962713-49962814	chr12:49962712-49962814	49962712	49962814	102
c12norep65	LIMA1	ENST00000552783	uORF	4	False	-	chr12	1	26	81	chr12:50222565-50222645	chr12:50222564-50222645	50222564	50222645	81
c12norep66	DIP2B	ENST00000301180	uORF	2B	False	+	chr12	1	20	63	chr12:50505000-50505062	chr12:50504999-50505062	50504999	50505062	63
c12norep67	CSRNP2	ENST00000548981	uORF	4	False	-	chr12	2	45	138	chr12:51076617-51076647+chr12:51083229-51083335	chr12:51076616-51076647;chr12:51083228-51083335	51076616	51083335	6719
c12norep68	TFCP2	ENST00000257915	uORF	2B	False	-	chr12	1	50	153	chr12:51172952-51173104	chr12:51172951-51173104	51172951	51173104	153
c12norep69	nan	nan	mixed	2B	False	+	chr12	1	44	135	chr12:52070319-52070453	chr12:52070318-52070453	52070318	52070453	135
c12norep70	TNS2-AS1	ENST00000546566	lncRNA-ORF	4	False	-	chr12	3	50	153	chr12:53040228-53040263+chr12:53045600-53045653+chr12:53045961-53046023	chr12:53040227-53040263;chr12:53045599-53045653;chr12:53045960-53046023	53040227	53046023	5796
c12norep71	TNS2-AS1	ENST00000546767	lncRNA-ORF	4	False	-	chr12	2	27	84	chr12:53043127-53043147+chr12:53045961-53046023	chr12:53043126-53043147;chr12:53045960-53046023	53043126	53046023	2897
c12norep72	TNS2-AS1	ENST00000546793	lncRNA-ORF	4	False	-	chr12	2	173	522	chr12:53045204-53045653+chr12:53045961-53046032	chr12:53045203-53045653;chr12:53045960-53046032	53045203	53046032	829
c12norep73	MYG1-AS1	ENST00000550263	lncRNA-ORF	4	False	-	chr12	2	98	297	chr12:53298972-53299129+chr12:53300143-53300281	chr12:53298971-53299129;chr12:53300142-53300281	53298971	53300281	1310
c12norep74	PFDN5	ENST00000334478	dORF	4	False	+	chr12	1	20	63	chr12:53299360-53299422	chr12:53299359-53299422	53299359	53299422	63
c12norep75	AAAS	ENST00000209873	intORF	4	False	-	chr12	2	30	93	chr12:53315754-53315782+chr12:53320565-53320628	chr12:53315753-53315782;chr12:53320564-53320628	53315753	53320628	4875
c12norep76	ENSG00000270175	ENST00000602306	lncRNA-ORF	4	False	-	chr12	1	22	69	chr12:53500826-53500894	chr12:53500825-53500894	53500825	53500894	69
c12norep77	ATF7	ENST00000420353	uoORF	4	False	-	chr12	2	29	90	chr12:53552603-53552637+chr12:53600953-53601007	chr12:53552602-53552637;chr12:53600952-53601007	53552602	53601007	48405
c12norep78	ATP5MC2	ENST00000673498	uORF	4	False	-	chr12	1	32	99	chr12:53676561-53676659	chr12:53676560-53676659	53676560	53676659	99
c12norep79	HOXC13-AS	ENST00000512916	lncRNA-ORF	4	False	-	chr12	1	44	135	chr12:53937181-53937315	chr12:53937180-53937315	53937180	53937315	135
c12norep80	HOTAIR	ENST00000424518	lncRNA-ORF	4	False	-	chr12	3	55	168	chr12:53964091-53964124+chr12:53964231-53964283+chr12:53965964-53966044	chr12:53964090-53964124;chr12:53964230-53964283;chr12:53965963-53966044	53964090	53966044	1954
c12norep81	HOXC10	ENST00000303460	uORF	4	False	+	chr12	1	21	66	chr12:53985192-53985257	chr12:53985191-53985257	53985191	53985257	66
c12norep82	HOXC-AS1	ENST00000505700	lncRNA-ORF	4	False	-	chr12	2	29	90	chr12:53999263-53999267+chr12:53999709-53999793	chr12:53999262-53999267;chr12:53999708-53999793	53999262	53999793	531
c12norep83	HOXC4	ENST00000303406	uORF	2B	False	+	chr12	1	71	216	chr12:54017065-54017280	chr12:54017064-54017280	54017064	54017280	216
c12norep84	nan	nan	mixed	4	False	+	chr12	2	55	168	chr12:54017296-54017414+chr12:54028576-54028624	chr12:54017295-54017414;chr12:54028575-54028624	54017295	54028624	11329
c12norep85	SMUG1	ENST00000513838	uORF	4	False	-	chr12	2	51	156	chr12:54188511-54188596+chr12:54188726-54188795	chr12:54188510-54188596;chr12:54188725-54188795	54188510	54188795	285
c12norep86	CBX5	ENST00000618078	lncRNA-ORF	2B	False	-	chr12	1	43	132	chr12:54274076-54274207	chr12:54274075-54274207	54274075	54274207	132
c12norep87	DNAJC14	ENST00000317287	uORF	4	False	-	chr12	1	48	147	chr12:55830316-55830462	chr12:55830315-55830462	55830315	55830462	147
c12norep88	PYM1	ENST00000408946	dORF	4	False	-	chr12	1	71	216	chr12:55901637-55901852	chr12:55901636-55901852	55901636	55901852	216
c12norep89	PMEL	ENST00000548747	intORF	2B	False	-	chr12	2	51	156	chr12:55961633-55961732+chr12:55965936-55965991	chr12:55961632-55961732;chr12:55965935-55965991	55961632	55965991	4359
c12norep90	CDK2	ENST00000266970	intORF	2B	False	+	chr12	2	47	144	chr12:55968057-55968169+chr12:55968778-55968808	chr12:55968056-55968169;chr12:55968777-55968808	55968056	55968808	752
c12norep91	RPL41	ENST00000546591	dORF	4	False	+	chr12	1	19	60	chr12:56117567-56117626	chr12:56117566-56117626	56117566	56117626	60
c12norep92	RPL41	ENST00000546591	dORF	4	False	+	chr12	1	24	75	chr12:56117706-56117780	chr12:56117705-56117780	56117705	56117780	75
c12norep93	RNF41	ENST00000345093	intORF	2B	False	-	chr12	1	24	75	chr12:56210478-56210552	chr12:56210477-56210552	56210477	56210552	75
c12norep94	NABP2	ENST00000341463	uoORF	4	False	+	chr12	3	60	183	chr12:56224472-56224521+chr12:56224834-56224935+chr12:56225373-56225403	chr12:56224471-56224521;chr12:56224833-56224935;chr12:56225372-56225403	56224471	56225403	932
c12norep95	COQ10A	ENST00000433805	uORF	4	False	+	chr12	1	16	51	chr12:56267334-56267384	chr12:56267333-56267384	56267333	56267384	51
c12norep96	CNPY2-AS1	ENST00000549565	lncRNA-ORF	2B	False	+	chr12	2	31	96	chr12:56312422-56312499+chr12:56314529-56314546	chr12:56312421-56312499;chr12:56314528-56314546	56312421	56314546	2125
