uniprot_id	entry_name	gene_symbol	protein_name	pe_level	length
Q9H568	ACTL8_HUMAN	ACTL8	Actin-like protein 8	1	366
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	1	206
Q9NQZ7	ENTP7_HUMAN	ENTPD7	Ectonucleoside triphosphate diphosphohydrolase 7	1	604
Q9NUQ9	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	1	324
Q9UBC3	DNM3B_HUMAN	DNMT3B	DNA (cytosine-5)-methyltransferase 3B	1	853
Q9ULD9	ZN608_HUMAN	ZNF608	Zinc finger protein 608	1	1512
Q9UM19	HPCL4_HUMAN	HPCAL4	Hippocalcin-like protein 4	1	191
Q9UNH5	CC14A_HUMAN	CDC14A	Dual specificity protein phosphatase CDC14A	1	594
Q9Y3T9	NOC2L_HUMAN	NOC2L	Nucleolar complex protein 2 homolog	1	749
Q9Y4W6	AFG32_HUMAN	AFG3L2	Mitochondrial inner membrane m-AAA protease component AFG3L2	1	797
Q9Y5E4	PCDB5_HUMAN	PCDHB5	Protocadherin beta-5	1	795
Q9Y5Y3	GPR45_HUMAN	GPR45	Probable G protein-coupled receptor 45	1	372
Q9Y5Z0	BACE2_HUMAN	BACE2	Beta-secretase 2	1	518
Q9Y6H5	SNCAP_HUMAN	SNCAIP	Synphilin-1	1	919
Q9Y6X6	MYO16_HUMAN	MYO16	Unconventional myosin-XVI	1	1858
A0A0J9YXM7	TJB15_HUMAN	TRBJ1-5	T cell receptor beta joining 1-5	4	16
C9J7I0	UMAD1_HUMAN	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1	1	137
O43508	TNF12_HUMAN	TNFSF12	Tumor necrosis factor ligand superfamily member 12	1	249
O43934	MFS11_HUMAN	MFSD11	UNC93-like protein MFSD11	1	449
O60507	TPST1_HUMAN	TPST1	Protein-tyrosine sulfotransferase 1	1	370
O95453	PARN_HUMAN	PARN	Poly(A)-specific ribonuclease PARN	1	639
O95857	TSN13_HUMAN	TSPAN13	Tetraspanin-13	1	204
O95932	TGM3L_HUMAN	TGM6	Protein-glutamine gamma-glutamyltransferase 6	1	706
O95994	AGR2_HUMAN	AGR2	Anterior gradient protein 2 homolog	1	175
O95996	APCL_HUMAN	APC2	Adenomatous polyposis coli protein 2	1	2303
P01130	LDLR_HUMAN	LDLR	Low-density lipoprotein receptor	1	860
P07196	NFL_HUMAN	NEFL	Neurofilament light polypeptide	1	543
P0DTU4	TRBR2_HUMAN	TRB	T cell receptor beta chain MC.7.G5	1	315
P0DUX0	SPD10_HUMAN	SPDYE10	Speedy protein E10	3	265
P16278	BGAL_HUMAN	GLB1	Beta-galactosidase	1	677
P21709	EPHA1_HUMAN	EPHA1	Ephrin type-A receptor 1	1	976
P22570	ADRO_HUMAN	FDXR	NADPH:adrenodoxin oxidoreductase, mitochondrial	1	491
P24821	TENA_HUMAN	TNC	Tenascin	1	2201
P26367	PAX6_HUMAN	PAX6	Paired box protein Pax-6	1	422
P28347	TEAD1_HUMAN	TEAD1	Transcriptional enhancer factor TEF-1	1	426
P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A	1	382
P40145	ADCY8_HUMAN	ADCY8	Adenylate cyclase type 8	1	1251
P41181	AQP2_HUMAN	AQP2	Aquaporin-2	1	271
P48742	LHX1_HUMAN	LHX1	LIM/homeobox protein Lhx1	1	406
P49356	FNTB_HUMAN	FNTB	Protein farnesyltransferase subunit beta	1	437
P49419	AL7A1_HUMAN	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase	1	539
P49640	EVX1_HUMAN	EVX1	Homeobox even-skipped homolog protein 1	1	407
P52790	HXK3_HUMAN	HK3	Hexokinase-3	1	923
P55210	CASP7_HUMAN	CASP7	Caspase-7	1	303
P59665	DEF1_HUMAN	DEFA1	Neutrophil defensin 1	1	94
P63165	SUMO1_HUMAN	SUMO1	Small ubiquitin-related modifier 1	1	101
P78329	CP4F2_HUMAN	CYP4F2	Cytochrome P450 4F2	1	520
P81277	PRRP_HUMAN	PRLH	Prolactin-releasing peptide	1	87
P99999	CYC_HUMAN	CYCS	Cytochrome c	1	105
Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase	1	837
Q13835	PKP1_HUMAN	PKP1	Plakophilin-1	1	747
Q14563	SEM3A_HUMAN	SEMA3A	Semaphorin-3A	1	771
Q15762	CD226_HUMAN	CD226	CD226 antigen	1	336
Q3ZLR7	SP201_HUMAN	SUPT20HL1	Transcription factor SPT20 homolog-like 1	1	823
Q53T59	H1BP3_HUMAN	HS1BP3	HCLS1-binding protein 3	1	392
Q5GH72	XKR7_HUMAN	XKR7	XK-related protein 7	1	579
Q5JTY5	ZNG1C_HUMAN	ZNG1C	Zinc-regulated GTPase metalloprotein activator 1C	1	395
Q5SW79	CE170_HUMAN	CEP170	Centrosomal protein of 170 kDa	1	1584
Q5T4W7	ARTN_HUMAN	ARTN	Artemin	1	220
Q5VZK9	CARL1_HUMAN	CARMIL1	F-actin-uncapping protein LRRC16A	1	1371
Q5VZL5	ZMYM4_HUMAN	ZMYM4	Zinc finger MYM-type protein 4	1	1548
Q6P1M3	L2GL2_HUMAN	LLGL2	LLGL scribble cell polarity complex component 2	1	1020
Q6RFH5	WDR74_HUMAN	WDR74	WD repeat-containing protein 74	1	385
Q6UW60	PCSK4_HUMAN	PCSK4	Proprotein convertase subtilisin/kexin type 4	1	755
Q6UXB2	CXL17_HUMAN	CXCL17	C-X-C motif chemokine 17	1	119
Q6UXG8	BTNL9_HUMAN	BTNL9	Butyrophilin-like protein 9	1	535
Q6VN20	RBP10_HUMAN	RANBP10	Ran-binding protein 10	1	620
Q6ZN68	D19P2_HUMAN	DPY19L2P2	Putative C-mannosyltransferase DPY19L2P2	5	376
Q6ZQV5	ZN788_HUMAN	ZNF788P	Putative KRAB domain-containing protein ZNF788	5	82
Q6ZRT6	PR23B_HUMAN	PRR23B	Proline-rich protein 23B	1	265
Q6ZT07	TBCD9_HUMAN	TBC1D9	TBC1 domain family member 9	1	1266
Q70UQ0	IKIP_HUMAN	IKBIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein	1	350
Q7Z417	NUFP2_HUMAN	NUFIP2	FMR1-interacting protein NUFIP2	1	695
Q7Z7B7	DB132_HUMAN	DEFB132	Beta-defensin 132	1	95
Q86UP9	LHPL3_HUMAN	LHFPL3	LHFPL tetraspan subfamily member 3 protein	1	236
Q86WP2	GPBP1_HUMAN	GPBP1	Vasculin	1	473
Q86XL3	ANKL2_HUMAN	ANKLE2	Ankyrin repeat and LEM domain-containing protein 2	1	938
Q8N100	ATOH7_HUMAN	ATOH7	Transcription factor ATOH7	1	152
Q8N815	CNTD1_HUMAN	CNTD1	Cyclin N-terminal domain-containing protein 1	1	330
Q8NBI2	CYAC3_HUMAN	CYB561A3	Lysosomal membrane ascorbate-dependent ferrireductase CYB561A3	1	242
Q8NCG5	CHST4_HUMAN	CHST4	Carbohydrate sulfotransferase 4	1	386
Q8NH93	OR1L3_HUMAN	OR1L3	Olfactory receptor 1L3	1	324
Q8WUF5	IASPP_HUMAN	PPP1R13L	RelA-associated inhibitor	1	828
Q92838	EDA_HUMAN	EDA	Ectodysplasin-A	1	391
Q92990	GLMN_HUMAN	GLMN	Glomulin	1	594
Q96AH0	SOSB2_HUMAN	NABP1	SOSS complex subunit B2	1	204
Q96B21	TM45B_HUMAN	TMEM45B	Transmembrane protein 45B	1	275
Q96CF2	CHM4C_HUMAN	CHMP4C	Charged multivesicular body protein 4c	1	233
Q96HA7	TONSL_HUMAN	TONSL	Tonsoku-like protein	1	1378
Q96JI7	SPTCS_HUMAN	SPG11	Spatacsin	1	2443
Q96RY7	IF140_HUMAN	IFT140	Intraflagellar transport protein 140 homolog	1	1462
Q9BQ49	SMIM7_HUMAN	SMIM7	Small integral membrane protein 7	1	75
Q9BQ89	F110A_HUMAN	FAM110A	Protein FAM110A	1	295
Q9BV73	CP250_HUMAN	CEP250	Centrosome-associated protein CEP250	1	2442
Q9BWJ2	RHAS1_HUMAN	RHPN1-AS1	Putative uncharacterized protein encoded by RHPN1-AS1	5	59
Q9BX74	TM2D1_HUMAN	TM2D1	TM2 domain-containing protein 1	1	207
Q9BYP7	WNK3_HUMAN	WNK3	Serine/threonine-protein kinase WNK3	1	1800
Q9BZD7	TMG3_HUMAN	PRRG3	Transmembrane gamma-carboxyglutamic acid protein 3	1	231
Q9BZV2	S19A3_HUMAN	SLC19A3	Thiamine transporter 2	1	496
Q9H5L6	THAP9_HUMAN	THAP9	DNA transposase THAP9	1	903
Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease	1	376
Q9HC57	WFDC1_HUMAN	WFDC1	WAP four-disulfide core domain protein 1	1	220
Q9NS91	RAD18_HUMAN	RAD18	E3 ubiquitin-protein ligase RAD18	1	495
Q9NU19	TB22B_HUMAN	TBC1D22B	TBC1 domain family member 22B	1	505
Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein	1	558
Q9UBQ6	EXTL2_HUMAN	EXTL2	Exostosin-like 2	1	330
Q9UJU2	LEF1_HUMAN	LEF1	Lymphoid enhancer-binding factor 1	1	399
Q9UKM7	MA1B1_HUMAN	MAN1B1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	1	699
Q9ULV3	CIZ1_HUMAN	CIZ1	Cip1-interacting zinc finger protein	1	898
Q9UM21	MGT4A_HUMAN	MGAT4A	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	1	535
Q9UPA5	BSN_HUMAN	BSN	Protein bassoon	1	3926
Q9UQ88	CD11A_HUMAN	CDK11A	Cyclin-dependent kinase 11A	1	783
Q9Y2X7	GIT1_HUMAN	GIT1	ARF GTPase-activating protein GIT1	1	761
Q9Y6R7	FCGBP_HUMAN	FCGBP	IgGFc-binding protein	1	5405
A0A1B0GVQ0	SPAR_HUMAN	SPAAR	Small regulatory polypeptide of amino acid response	1	90
A0A1B0GW35	EXC1L_HUMAN	EXOC1L	Exocyst complex component 1-like	2	172
A4D2P6	GRD2I_HUMAN	GRID2IP	Delphilin	1	1211
B3EWG3	FM25A_HUMAN	FAM25A	Protein FAM25A	1	89
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	1	786
O14627	CDX4_HUMAN	CDX4	Homeobox protein CDX-4	1	284
O14654	IRS4_HUMAN	IRS4	Insulin receptor substrate 4	1	1257
O14910	LIN7A_HUMAN	LIN7A	Protein lin-7 homolog A	1	233
O14967	CLGN_HUMAN	CLGN	Calmegin	1	610
O15479	MAGB2_HUMAN	MAGEB2	Melanoma-associated antigen B2	1	319
O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	1	175
O43301	HS12A_HUMAN	HSPA12A	Heat shock 70 kDa protein 12A	1	675
O43306	ADCY6_HUMAN	ADCY6	Adenylate cyclase type 6	1	1168
O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	1	505
O75311	GLRA3_HUMAN	GLRA3	Glycine receptor subunit alpha-3	1	464
O75335	LIPA4_HUMAN	PPFIA4	Liprin-alpha-4	1	1185
O75382	TRIM3_HUMAN	TRIM3	Tripartite motif-containing protein 3	1	744
O75916	RGS9_HUMAN	RGS9	Regulator of G protein signaling 9	1	674
O95424	DEXI_HUMAN	DEXI	Dexamethasone-induced protein	1	95
O95600	KLF8_HUMAN	KLF8	Krueppel-like factor 8	1	359
O96004	HAND1_HUMAN	HAND1	Heart- and neural crest derivatives-expressed protein 1	1	215
P01258	CALC_HUMAN	CALCA	Calcitonin	1	141
P0CF74	IGLC6_HUMAN	IGLC6	Immunoglobulin lambda constant 6	1	106
P0CV98	TSPY3_HUMAN	TSPY3	Testis-specific Y-encoded protein 3	3	308
P0DPE3	TMDD1_HUMAN	TMDD1	Transmembrane and death domain protein 1	1	317
P0DTU3	TRAR2_HUMAN	TRA	T cell receptor alpha chain MC.7.G5	1	275
P15088	CBPA3_HUMAN	CPA3	Mast cell carboxypeptidase A	1	417
P16401	H15_HUMAN	H1-5	Histone H1.5	1	226
P19021	AMD_HUMAN	PAM	Peptidyl-glycine alpha-amidating monooxygenase	1	973
P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	1	225
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	1	246
P32241	VIPR1_HUMAN	VIPR1	Vasoactive intestinal polypeptide receptor 1	1	457
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	1	504
P42680	TEC_HUMAN	TEC	Tyrosine-protein kinase Tec	1	631
P43116	PE2R2_HUMAN	PTGER2	Prostaglandin E2 receptor EP2 subtype	1	358
P49189	AL9A1_HUMAN	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase	1	494
P49223	SPIT3_HUMAN	SPINT3	Kunitz-type protease inhibitor 3	1	89
P54922	ADPRH_HUMAN	ADPRH	ADP-ribosylhydrolase ARH1	1	357
P62312	LSM6_HUMAN	LSM6	U6 snRNA-associated Sm-like protein LSm6	1	80
P78347	GTF2I_HUMAN	GTF2I	General transcription factor II-I	1	998
P84085	ARF5_HUMAN	ARF5	ADP-ribosylation factor 5	1	180
Q13253	NOGG_HUMAN	NOG	Noggin	1	232
Q14190	SIM2_HUMAN	SIM2	Single-minded homolog 2	1	667
Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	1	630
Q15633	TRBP2_HUMAN	TARBP2	RISC-loading complex subunit TARBP2	1	366
Q16775	GLO2_HUMAN	HAGH	Hydroxyacylglutathione hydrolase, mitochondrial	1	308
Q1L5Z9	LONF2_HUMAN	LONRF2	LON peptidase N-terminal domain and RING finger protein 2	1	754
Q32MH5	ATOSA_HUMAN	ATOSA	Atos homolog protein A	1	1076
Q5J5C9	DB121_HUMAN	DEFB121	Beta-defensin 121	1	76
Q5U5Q3	MEX3C_HUMAN	MEX3C	RNA-binding E3 ubiquitin-protein ligase MEX3C	1	659
Q6IPR1	ETFR1_HUMAN	ETFRF1	Electron transfer flavoprotein regulatory factor 1	1	90
Q6XLA1	CSC2A_HUMAN	CASC2	Protein CASC2, isoform 3	2	102
Q6ZS86	GLPK5_HUMAN	GK5	Glycerol kinase 5	1	529
Q86TE4	LUZP2_HUMAN	LUZP2	Leucine zipper protein 2	1	346
Q86VH4	LRRT4_HUMAN	LRRTM4	Leucine-rich repeat transmembrane neuronal protein 4	1	590
Q8IUR0	TPPC5_HUMAN	TRAPPC5	Trafficking protein particle complex subunit 5	1	188
Q8IX19	MCEM1_HUMAN	MCEMP1	Mast cell-expressed membrane protein 1	1	187
Q8IYU2	HACE1_HUMAN	HACE1	E3 ubiquitin-protein ligase HACE1	1	909
Q8N104	D106A_HUMAN	DEFB106A	Beta-defensin 106	1	65
Q8N4V1	EMC5_HUMAN	MMGT1	ER membrane protein complex subunit 5	1	131
Q8N966	ZDH22_HUMAN	ZDHHC22	Palmitoyltransferase ZDHHC22	1	263
Q8NAC3	I17RC_HUMAN	IL17RC	Interleukin-17 receptor C	1	791
Q8NBM4	UBAC2_HUMAN	UBAC2	Ubiquitin-associated domain-containing protein 2	1	344
Q8NGZ3	O13G1_HUMAN	OR13G1	Olfactory receptor 13G1	2	307
Q8WWL2	SPIR2_HUMAN	SPIRE2	Protein spire homolog 2	1	714
Q8WXQ3	CN183_HUMAN	LINC01599	Putative uncharacterized protein encoded by LINC01599	2	324
Q92537	SUSD6_HUMAN	SUSD6	Sushi domain-containing protein 6	1	303
Q93098	WNT8B_HUMAN	WNT8B	Protein Wnt-8b	2	351
Q96A37	RN166_HUMAN	RNF166	E3 ubiquitin-protein ligase RNF166	1	237
Q96BH1	RNF25_HUMAN	RNF25	E3 ubiquitin-protein ligase RNF25	1	459
Q96DD0	LRC39_HUMAN	LRRC39	Leucine-rich repeat-containing protein 39	1	335
Q96LB3	IFT74_HUMAN	IFT74	Intraflagellar transport protein 74 homolog	1	600
Q96NA2	RILP_HUMAN	RILP	Rab-interacting lysosomal protein	1	401
Q96P67	GPR82_HUMAN	GPR82	Probable G protein-coupled receptor 82	1	336
Q96QE5	TEFM_HUMAN	TEFM	Transcription elongation factor, mitochondrial	1	360
Q96RW7	HMCN1_HUMAN	HMCN1	Hemicentin-1	1	5635
Q96S52	PIGS_HUMAN	PIGS	GPI-anchor transamidase component PIGS	1	555
Q9BQ52	RNZ2_HUMAN	ELAC2	Zinc phosphodiesterase ELAC protein 2	1	826
Q9BQT8	ODC_HUMAN	SLC25A21	Mitochondrial 2-oxodicarboxylate carrier	1	299
Q9BUZ4	TRAF4_HUMAN	TRAF4	TNF receptor-associated factor 4	1	470
Q9BV29	CCD32_HUMAN	CCDC32	Coiled-coil domain-containing protein 32	1	185
Q9BW19	KIFC1_HUMAN	KIFC1	Kinesin-like protein KIFC1	1	673
Q9BW85	YJU2_HUMAN	YJU2	Splicing factor YJU2	1	323
Q9C0D0	PHAR1_HUMAN	PHACTR1	Phosphatase and actin regulator 1	1	580
Q9H339	O51B5_HUMAN	OR51B5	Olfactory receptor 51B5	2	312
Q9H3R0	KDM4C_HUMAN	KDM4C	Lysine-specific demethylase 4C	1	1056
Q9H7R5	ZN665_HUMAN	ZNF665	Zinc finger protein 665	1	678
Q9H903	MTD2L_HUMAN	MTHFD2L	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2, mitochondrial	1	347
Q9NVR0	KLH11_HUMAN	KLHL11	Kelch-like protein 11	1	708
Q9NX94	WBP1L_HUMAN	WBP1L	WW domain binding protein 1-like	1	342
Q9P2I0	CPSF2_HUMAN	CPSF2	Cleavage and polyadenylation specificity factor subunit 2	1	782
Q9UF02	CCG5_HUMAN	CACNG5	Voltage-dependent calcium channel gamma-5 subunit	1	275
Q9UI72	YE014_HUMAN	PRO0255	Putative uncharacterized protein PRO0255	5	69
Q9UKA9	PTBP2_HUMAN	PTBP2	Polypyrimidine tract-binding protein 2	1	531
Q9ULK6	RN150_HUMAN	RNF150	RING finger protein 150	1	438
Q9UM07	PADI4_HUMAN	PADI4	Protein-arginine deiminase type-4	1	663
Q9Y2I7	FYV1_HUMAN	PIKFYVE	1-phosphatidylinositol 3-phosphate 5-kinase	1	2098
Q9Y2T1	AXIN2_HUMAN	AXIN2	Axin-2	1	843
Q9Y6X0	SETBP_HUMAN	SETBP1	SET-binding protein	1	1596
A0A0B4J1V7	HV781_HUMAN	IGHV7-81	Probable non-functional immunoglobulin heavy variable 7-81	1	117
A0A1W2PR82	PERC1_HUMAN	PERCC1	Protein PERCC1	1	267
A6NEQ2	F181B_HUMAN	FAM181B	Protein FAM181B	1	426
A6NMT0	DBX1_HUMAN	DBX1	Homeobox protein DBX1	1	343
A8MTJ6	FOXI3_HUMAN	FOXI3	Forkhead box protein I3	1	420
B7U540	KCJ18_HUMAN	KCNJ18	Inward rectifier potassium channel 18	1	433
H7C241	CLD34_HUMAN	CLDN34	Claudin-34	3	214
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	1	427
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	1	592
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1	420
O60359	CCG3_HUMAN	CACNG3	Voltage-dependent calcium channel gamma-3 subunit	1	315
O60603	TLR2_HUMAN	TLR2	Toll-like receptor 2	1	784
O75792	RNH2A_HUMAN	RNASEH2A	Ribonuclease H2 subunit A	1	299
P07205	PGK2_HUMAN	PGK2	Phosphoglycerate kinase 2	1	417
P0DN80	OR5H8_HUMAN	OR5H8	Olfactory receptor 5H8	3	308
P10720	PF4V_HUMAN	PF4V1	Platelet factor 4 variant	1	104
P13056	NR2C1_HUMAN	NR2C1	Nuclear receptor subfamily 2 group C member 1	1	603
P14555	PA2GA_HUMAN	PLA2G2A	Phospholipase A2, membrane associated	1	144
P16671	CD36_HUMAN	CD36	Platelet glycoprotein 4	1	472
P19429	TNNI3_HUMAN	TNNI3	Troponin I, cardiac muscle	1	210
P30926	ACHB4_HUMAN	CHRNB4	Neuronal acetylcholine receptor subunit beta-4	1	498
P32298	GRK4_HUMAN	GRK4	G protein-coupled receptor kinase 4	1	578
P35219	CAH8_HUMAN	CA8	Carbonic anhydrase-related protein	1	290
P50613	CDK7_HUMAN	CDK7	Cyclin-dependent kinase 7	1	346
P50993	AT1A2_HUMAN	ATP1A2	Sodium/potassium-transporting ATPase subunit alpha-2	1	1020
P58294	PROK1_HUMAN	PROK1	Prokineticin-1	1	105
P58512	CU067_HUMAN	LINC01547	Uncharacterized protein encoded by LINC01547	2	204
P60059	SC61G_HUMAN	SEC61G	Protein transport protein Sec61 subunit gamma	1	68
P60827	C1QT8_HUMAN	C1QTNF8	Complement C1q tumor necrosis factor-related protein 8	1	252
P61201	CSN2_HUMAN	COPS2	COP9 signalosome complex subunit 2	1	443
P61366	OSTN_HUMAN	OSTN	Osteocrin	1	133
P62191	PRS4_HUMAN	PSMC1	26S proteasome regulatory subunit 4	1	440
P78524	DEN2B_HUMAN	DENND2B	DENN domain-containing protein 2B	1	1137
P78552	I13R1_HUMAN	IL13RA1	Interleukin-13 receptor subunit alpha-1	1	427
Q02962	PAX2_HUMAN	PAX2	Paired box protein Pax-2	1	417
Q13216	ERCC8_HUMAN	ERCC8	DNA excision repair protein ERCC-8	1	396
Q14155	ARHG7_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7	1	803
Q14493	SLBP_HUMAN	SLBP	Histone RNA hairpin-binding protein	1	270
Q15063	POSTN_HUMAN	POSTN	Periostin	1	836
Q15612	OR1Q1_HUMAN	OR1Q1	Olfactory receptor 1Q1	2	314
Q15669	RHOH_HUMAN	RHOH	Rho-related GTP-binding protein RhoH	1	191
Q16609	LPAL2_HUMAN	LPAL2	Putative apolipoprotein(a)-like protein 2	5	132
Q2M3C7	SPKAP_HUMAN	SPHKAP	A-kinase anchor protein SPHKAP	1	1700
Q4KMP7	TB10B_HUMAN	TBC1D10B	TBC1 domain family member 10B	1	808
Q5T6F2	UBAP2_HUMAN	UBAP2	Ubiquitin-associated protein 2	1	1119
Q5U5X8	F222A_HUMAN	FAM222A	Protein FAM222A	1	452
Q6DRA6	H2B2D_HUMAN	H2BC19P	Putative histone H2B type 2-D	5	164
Q6KC79	NIPBL_HUMAN	NIPBL	Nipped-B-like protein	1	2804
Q6NVY1	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1	386
Q6UWW0	LCN15_HUMAN	LCN15	Lipocalin-15	1	184
Q6UX82	LYPD8_HUMAN	LYPD8	Ly6/PLAUR domain-containing protein 8	1	237
Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	1	418
Q6ZQX7	LIAT1_HUMAN	LIAT1	Protein LIAT1	1	453
Q7Z3C6	ATG9A_HUMAN	ATG9A	Autophagy-related protein 9A	1	839
Q7Z736	PKHH3_HUMAN	PLEKHH3	Pleckstrin homology domain-containing family H member 3	1	793
Q86YT9	JAML_HUMAN	JAML	Junctional adhesion molecule-like	1	394
Q8IXR5	F178B_HUMAN	FAM178B	Protein FAM178B	1	679
Q8N6L7	TM252_HUMAN	TMEM252	Transmembrane protein 252	1	170
Q8ND04	SMG8_HUMAN	SMG8	Nonsense-mediated mRNA decay factor SMG8	1	991
Q8NEE8	TTC16_HUMAN	TTC16	Tetratricopeptide repeat protein 16	1	873
Q8NEP3	DAAF1_HUMAN	DNAAF1	Dynein axonemal assembly factor 1	1	725
Q8NGF6	O10W1_HUMAN	OR10W1	Olfactory receptor 10W1	2	305
Q8TD07	RAE1E_HUMAN	RAET1E	Retinoic acid early transcript 1E	1	263
Q8WX94	NALP7_HUMAN	NLRP7	NACHT, LRR and PYD domains-containing protein 7	1	980
Q8WZ59	TM190_HUMAN	TMEM190	Transmembrane protein 190	1	177
Q92878	RAD50_HUMAN	RAD50	DNA repair protein RAD50	1	1312
Q969G3	SMCE1_HUMAN	SMARCE1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	1	411
Q96AG3	S2546_HUMAN	SLC25A46	Mitochondrial outer membrane protein SLC25A46	1	418
Q96F83	CLBA1_HUMAN	CLBA1	Uncharacterized protein CLBA1	1	325
Q96G91	P2Y11_HUMAN	P2RY11	P2Y purinoceptor 11	1	374
Q96K30	RITA1_HUMAN	RITA1	RBPJ-interacting and tubulin-associated protein 1	1	269
Q96MM3	ZFP42_HUMAN	ZFP42	Zinc finger protein 42 homolog	1	310
Q96RJ0	TAAR1_HUMAN	TAAR1	Trace amine-associated receptor 1	1	339
Q96T51	RUFY1_HUMAN	RUFY1	RUN and FYVE domain-containing protein 1	1	708
Q99607	ELF4_HUMAN	ELF4	ETS-related transcription factor Elf-4	1	663
Q99873	ANM1_HUMAN	PRMT1	Protein arginine N-methyltransferase 1	1	371
Q9BTM1	H2AJ_HUMAN	H2AJ	Histone H2A.J	1	129
Q9BXU8	FHL17_HUMAN	FTHL17	Ferritin heavy polypeptide-like 17	1	183
Q9BYD2	RM09_HUMAN	MRPL9	Large ribosomal subunit protein bL9m	1	267
Q9BYH8	IKBZ_HUMAN	NFKBIZ	NF-kappa-B inhibitor zeta	1	718
Q9BYM8	HOIL1_HUMAN	RBCK1	RanBP-type and C3HC4-type zinc finger-containing protein 1	1	510
Q9H0K6	PUS7L_HUMAN	PUS7L	Pseudouridylate synthase PUS7L	1	701
Q9H1U4	MEGF9_HUMAN	MEGF9	Multiple epidermal growth factor-like domains protein 9	1	602
Q9H3V2	MS4A5_HUMAN	MS4A5	Membrane-spanning 4-domains subfamily A member 5	2	200
Q9H7L2	KI3X1_HUMAN	KIR3DX1	Putative killer cell immunoglobulin-like receptor-like protein KIR3DX1	5	352
Q9NPH3	IL1AP_HUMAN	IL1RAP	Interleukin-1 receptor accessory protein	1	570
Q9NQ34	TMM9B_HUMAN	TMEM9B	Transmembrane protein 9B	1	198
Q9NX38	ABITM_HUMAN	ABITRAM	Protein Abitram	1	181
Q9P0T4	ZN581_HUMAN	ZNF581	Zinc finger protein 581	1	197
Q9P2J2	TUTLA_HUMAN	IGSF9	Protein turtle homolog A	1	1179
Q9P2X3	IMPCT_HUMAN	IMPACT	Protein IMPACT	1	320
Q9UBK9	UXT_HUMAN	UXT	Protein UXT	1	157
Q9UIG8	SO3A1_HUMAN	SLCO3A1	Solute carrier organic anion transporter family member 3A1	1	710
Q9UIW2	PLXA1_HUMAN	PLXNA1	Plexin-A1	1	1896
Q9Y2K7	KDM2A_HUMAN	KDM2A	Lysine-specific demethylase 2A	1	1162
Q9Y2X3	NOP58_HUMAN	NOP58	Nucleolar protein 58	1	529
Q9Y5H6	PCDA8_HUMAN	PCDHA8	Protocadherin alpha-8	1	950
Q9Y6N1	COX11_HUMAN	COX11	Cytochrome c oxidase assembly protein COX11, mitochondrial	1	276
A0A075B6S4	KVD17_HUMAN	IGKV1D-17	Immunoglobulin kappa variable 1D-17	1	117
A0A0A0MS02	TRGV1_HUMAN	TRGV1	Probable non-functional T cell receptor gamma variable	1	117
A0A0C5B5G6	MOTSC_HUMAN	MT-RNR1	Mitochondrial-derived peptide MOTS-c	1	16
A0A0J9YWX3	TJB16_HUMAN	TRBJ1-6	T cell receptor beta joining 1-6	4	17
A0A1B0GX51	TVB78_HUMAN	TRBV7-8	T cell receptor beta variable 7-8	1	115
A0A1W2PP81	TFKL5_HUMAN	TAF11L5	TATA-box-binding protein-associated factor 11-like protein 5	2	198
A0A1W2PQD8	S72L2_HUMAN	SSU72L2	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2	3	194
